COVERED_EVENT_CODE,FAILURE_DESCRIPTIVE_TEXT,CUSTOMER_CASE_NBR,NAME,CREATED_DATE,Unnamed: 5
CRCKSCRN,"Phone fell off chair, cracked screen enough to get glass in my thumb. Been having technical issues since 2nd to last update. Has shut off on its own, freezes, browser pages not responding, etc.",1.07E+11,Sprint,16-MAY-17 10.46.16.280000000 PM,
STOLEN,i stolen my phone in the train,1E7817F972050E0083AAE7E94412AE67,1.04E+11,Sprint,
STOLEN,Out of town @ a convention and phone stolen out of bag,1E77C2226D860E609EB865F6B4202010,1.06E+11,Sprint,
CRCKSCRN,I dropped it today?,1.06E+11,Sprint,04-MAY-17 12.52.07.402000000 AM,
STOLEN,Stolen at a restaurant.,1E77565CD10D0AB09022EBD90A7CE8F5,1.03E+11,Sprint,
STOLEN,Was stolen from my car.,1.03E+11,Sprint,22-JUN-17 09.48.49.396000000 PM,
LQDDMG,"Was putting phone back into case, slipped out of my hand and fell into my coffee.",4F97BC847B091620E053A439030A4AA2,113000000,Sprint,
STOLEN,my phone was stolen in the park...,1.07E+11,Sprint,04-MAY-17 04.56.53.082000000 AM,
MLFUNC,"Phone power cycles, turns on then in like 30 seconds turns off",1.09E+11,Sprint,16-MAY-17 10.39.57.594000000 PM,
LOST/UNREC,I lost in the mall,1.05E+11,Sprint,12-JUN-17 04.56.01.939000000 PM,
CRCKSCRN,dropped,1.05E+11,Sprint,11-MAY-17 10.11.53.893000000 PM,
MLFUNC,The apple screen lights up but the home screen never comes on.,1E77EA9E59430E409D8B552A0CBC75AE,1.10E+11,Sprint,
LOST/UNREC,phone was dropped in a lake,1.05E+11,Sprint,11-JUN-18 11.24.02.716000000 PM,
LOST/UNREC,I lost my phone at a party,1.06E+11,Sprint,22-JUN-17 10.07.12.327000000 PM,
STOLEN,Stolen my phone,1E78421D00F702B08933B523F8AE1C9E,1.10E+11,Sprint,
LQDDMG,"Phone screen protector on device and still broken. Glitches barely powers on and wont hold charge. Can not make or accept calls,",4E088F2D9D6422B2E053A239030A14BB,113000000,Sprint,
STOLEN,My house was broken into and it was stolen,1E77642F055908709022EBD90A7CE8F5,1.09E+11,Sprint,
CRCKSCRN,shattered screen,1.10E+11,Sprint,17-JUN-17 09.08.09.102000000 PM,
LOST/UNREC,lost it,1.03E+11,Sprint,23-JUN-17 10.03.25.855000000 PM,
CRCKSCRN,The phone was lost and we I found it the screen was cracked . It worked for a while but now it won't take a charge.,1.06E+11,Sprint,15-APR-17 09.14.14.694000000 PM,
STOLEN,My phone was stolen out of the cellar,1E762771BF0608A08785005056873580,1.06E+11,Sprint,
CRCKSCRN,"ISSUE: cci to file claim for damage phone, screen cracked. still working fine.",1.04E+11,Sprint,17-JUN-17 08.48.17.079000000 PM,
LQDDMG,Not reaponsive,1E79515FC2CB0650864E1920E4BB80E3,1.04E+11,Sprint,
STOLEN,someone stolen my phone at work´s way,1.07E+11,Sprint,23-JUN-17 09.58.18.871000000 PM,
LOST/UNREC,I got lost on the train,1.01E+11,Sprint,19-APR-17 02.50.47.538000000 AM,
MLFUNC,Says it keeps overheating and will not stay powered on for more than 5 minutes,1E77D6D957C50470AC3EE155FF93531E,1.02E+11,Sprint,
STOLEN,Someone stole it at work,112346717,Sprint,18-APR-17 01.16.58.702000000 AM,
MLFUNC,Reviced my devices sometime last year and it was fine for the first few months . But as time went on I noticed that it wasn't holding a charge it was shutting down for no reason would take forever to turn back on. the screen is touch sensitive sometimes it takes multiple taps to open an app or even text.,1E7762C72905067093069355A289BC4E,1.08E+11,Sprint,
LOST/UNREC,i lost my already damaged phone!!!,112843569,Sprint,07-MAR-17 06.09.35.000000000 PM,
CRCKSCRN,"Someone tried to steal the phone, but was able to get it back and the screen was damaged.",1.06E+11,Sprint,08-JUN-17 11.07.23.312000000 PM,
LOST/UNREC,it was lost in the train,112624025,Sprint,09-JUN-17 07.07.02.765000000 PM,
LOST/UNREC,i was lost at work,1.10E+11,Sprint,16-MAY-17 02.55.26.590000000 PM,
LQDDMG,i dont know if i can repair my phone,1E70C4F071360230890C005056870405,113000000,Sprint,
LQDDMG,I slipped and fell and the phone got splash with water,1E70C4F3F8460380B3D8005056870405,112000000,Sprint,
MLFUNC,screen changed color to green. screen has gone blank or green. touch issues.,112764875,Sprint,26-FEB-17 10.37.26.000000000 AM,
STOLEN,It was stolen,1E798AB0D10B0DC0A20D472B551B6A04,1.09E+11,Sprint,
CRCKSCRN,Phone fell out of my pocket as i was getting out of the car,1.07E+11,Sprint,04-MAY-17 03.55.35.310000000 PM,
STOLEN,my device was stolen on the bus on the way to work...,1.06E+11,Sprint,12-SEP-17 10.29.34.694000000 PM,
STOLEN,"I lost my phone yesterday in a mall while I was shopping, I think someone located it and when I neglected they stole it. I need a new phone as soon as possible.",1E7924AEBC32074083D1E3A765DEAA1B,1.03E+11,Sprint,
MLFUNC,Phone was not staying charged. I took it into the sprint store in Lansing IL. They told me they don't know what the phone was doing but it's not doing it anymore. Suggested deleting a casino game that was using a lot of battery life. So we deleted the game. The very next day Sunday it went out. My daughter Allegra came n got my phone. She charged it overnight and it won't charge at all now.,1.05E+11,Sprint,23-MAY-17 01.55.43.169000000 AM,
LOST/UNREC,lost in bus,1.04E+11,Sprint,12-JUN-17 08.21.40.257000000 PM,
CRCKSCRN,The phone (Samsung Galaxy S7 Edge) was dropped to the cement ground and has a big crack on the front screen despite having a case and screen protector.,1.09E+11,Sprint,19-APR-17 04.49.35.703000000 PM,
MLFUNC,"Phone screen is all black. Calls and text come through But I can only silence ringer,",1E775EBCF8D5058093069355A289BC4E,1.04E+11,Sprint,
STOLEN,stolen,1E76AF592D3609F0838BD33A65D4500C,1.08E+11,Sprint,
CRCKSCRN,Phone was dropped and cracked,1.08E+11,Sprint,09-JUN-17 06.52.26.514000000 PM,
LOST/UNREC,I lost my phone,111826816,Sprint,16-MAY-17 02.32.03.065000000 PM,
CRCKSCRN,Fell out of pocket,1.04E+11,Sprint,05-MAY-17 05.46.14.260000000 PM,
LQDDMG,I was caught in the rain. Phone fell in a puddle on the ground,1.05E+11,Sprint,23-JUN-17 09.52.30.798000000 PM,
LQDDMG,I dropped my phone in a sewer drain.,1.02E+11,Sprint,25-APR-17 11.00.38.727000000 PM,
CRCKSCRN,Dropped on carpet and broke screen and the phone stopped working,1.04E+11,Sprint,05-MAY-17 05.39.16.445000000 PM,
MLFUNC,A update came on and I updated the phone it turned off and when it came back on the screen was going on and off with light.,1.07E+11,Sprint,16-MAY-17 11.32.22.759000000 PM,
LOST/UNREC,Lost the phone,1.06E+11,Sprint,09-JUN-17 09.25.18.673000000 PM,
LOST/UNREC,i lost my phone at the airport,1.10E+11,Sprint,04-MAY-17 08.41.38.580000000 PM,
CRCKSCRN,my son was walking from school and drop the phone on the floor and the screen felt on to a stone and cracked,1.01E+11,Sprint,09-JUN-17 12.21.25.119000000 AM,
CRCKSCRN,The phone would go black but it would still be working and I would power it off for the screen to come back on that went on for a while and it fell,1.02E+11,Sprint,06-JUN-17 11.36.44.149000000 PM,
LQDDMG,Phone powered off and won't turn on. Techs at store say it's got liquid damage.,4BE680467D2A6360E053B939030A0DE5,112000000,Sprint,
CRCKSCRN,My phone fell and screen cracked and unable to see nothing on screen. Phone turns on but unable to make calls or receive or send text or receive,1.09E+11,Sprint,17-MAY-17 02.44.24.367000000 PM,
LQDDMG,"PHONE WAS DROPPED IN TOLIET, HAS ALSO BEEN DROPPED PRIOR AND HAS A CRACKED SCREEN, CAN SEE INSIDE OF PHONE, WILL NOT POWER UP.",1.07E+11,Sprint,09-MAY-17 02.15.32.874000000 PM,
STOLEN,The phone was stolen at the movies possibley,1E70C4EF17CA0670BEF0005056870405,113000000,Sprint,
CRCKSCRN,dropped,112844679,Sprint,07-MAR-17 08.05.14.000000000 PM,
MLFUNC,I can't put my phone on silent. The button will not stay down.,1E7794F7459A09E09EB865F6B4202010,1.04E+11,Sprint,
LOST/UNREC,I was running in park and when I get home my was not in my back pocket,1.09E+11,Sprint,18-MAY-17 12.23.19.434000000 AM,
LQDDMG,while at work i accidentally dropped phone in etching solution,4F0D3D4B39B04E09E053A239030AE092,112000000,Sprint,
MLFUNC,"The device shut down and will not power on. This is the second time, I took my phone to Apple last Saturday 7/22. No issues found the device powered up and was working fine for 1. Week",1E7757B7531B0AB09022EBD90A7CE8F5,1.04E+11,Sprint,
LQDDMG,Kid got ahold of the device and dropped it. Shattered the whole phone.,1E7A6CFF9DC807B0B3BA37576C76D85C,1.07E+11,Sprint,
LQDDMG,liquid spilled into the device. The device switches to vibrate without changing it. The speaker is difficult to hear out of,1E70C4F1CF350BF1BEF0005056870405,112000000,Sprint,
CRCKSCRN,It fell from my pocket screen wrnt black and crack on back,112301045,Sprint,18-APR-17 05.29.27.201000000 PM,
LQDDMG,I shut up in the bathroom,1.01E+11,Sprint,17-MAY-17 04.23.16.960000000 PM,
CRCKSCRN,fell into a truck,1.02E+11,Sprint,16-MAY-17 07.31.07.259000000 PM,
LQDDMG,not sure how it happend,1E79F50488B503A08AC589294B20FAF1,1.07E+11,Sprint,
STOLEN,I was at the local gym and my phone came up missing - spoke with owner to try and locate and no luck,4D15892D3D481EB6E053A239030A9985,113000000,Sprint,
LOST/UNREC,I lost in the mall,1.10E+11,Sprint,09-JUN-17 08.39.58.040000000 PM,
CRCKSCRN,i dropped the phone and the screen cracked.,113290624,Sprint,15-MAY-17 04.13.05.000000000 PM,
MLFUNC,charger part of phone came out. Didn't even know this was possible.,1E76F2093B740E70AC5F5DA87607BAF6,1.09E+11,Sprint,
MLFUNC,My back camera is black and will not allow me to take a picture or even view anything. I can only take picture with my front camera. My flashlight is not working. People state it is hard to hear me on calls when I am speaking. Apps will randomly shut off or I'll be in the middle of texting and the message will just close on me. My main concern though is my camera bc I'm on vacation and this is my only camera.,1E77BED794AC0BA08AF191945196A36F,1.06E+11,Sprint,
MLFUNC,Sitting in car listening to music on Bluetooth connected to car speaker and recording a video on Snapchat when the phone froze and turned off. Screen was black and would not respond to a charge or a soft reset.,1E77D1FE3E250A90AC3EE155FF93531E,1.05E+11,Sprint,
LOST/UNREC,I lost my cell phone,1.09E+11,Sprint,19-MAY-17 03.27.48.422000000 PM,
MLFUNC,I was outside at a baseball game. Temperatures were in the 90s. Was texting and put phone down. When I picked it up again screen was black and could not turn it on.,1.05E+11,Sprint,11-JUN-17 11.49.39.494000000 PM,
STOLEN,"I was at a graduation ceremony, my phone and other belongings were put away and someone was there to watch my stuff . When I got back my things where open and unattended.",1E7834DAEEBF08309D8B552A0CBC75AE,1.08E+11,Sprint,
CRCKSCRN,Dropped my phone (with glass screen protector) and screen was instantly cracked.,1.01E+11,Sprint,17-APR-17 05.41.37.590000000 PM,
CRCKSCRN,Dropped,1.10E+11,Sprint,08-JUN-17 05.48.02.644000000 PM,
LQDDMG,"I was in the bathroom with my jacket on and when I reached out over to flush the toilet, my phone fell in.",4EA600273A5F6772E053A239030ABE08,112000000,Sprint,
STOLEN,i was shopping in a store and stolen my phone yesterday,1E78568EA15C0E009FFC11CF12CBB4CC,1.07E+11,Sprint,
MLFUNC,"On Saturday, my phone would not turn on. When it is plugged into the charger, the apple emblem comes up like it is trying to turn on and then it goes back black repeatedly.",1E77B97FC1F70E508AF191945196A36F,1.00E+11,Sprint,
LOST/UNREC,i lost it while i was riding the bus,112894143,Sprint,14-MAR-17 03.08.05.000000000 PM,
LOST/UNREC,The device fell into a portable potty and can not be retrieved.,1.01E+11,Sprint,05-JUN-18 07.17.15.876000000 PM,
LOST/UNREC,lost it,111819322,Sprint,07-JUN-17 03.35.51.796000000 PM,
MLFUNC,The screen goes out and comes back on. The display colors are not right,1E77DE6B4F3108B09D8B552A0CBC75AE,1.05E+11,Sprint,
STOLEN,It's got stolen at a park,1E765C12008505409EF607FD84303260,1.01E+11,Sprint,
MLFUNC,home button not responded,1E77789A431708E091DF0DD2CB023898,1.03E+11,Sprint,
LQDDMG,got messed up all inside,1E7AB92D87E90A008E36411016DF8DEF,1.07E+11,Sprint,
STOLEN,I went to work on the train when I got stolen,112681168,Sprint,07-JUN-17 10.45.22.674000000 PM,
MLFUNC,The home button stopped functioning and the phone was acting as if the home button is constantly being pressed but internally. I have to back out of every app in order to get to the home screen. Then all of a sudden it blanks out and becomes a dark screen with sound. The only way to make it start up again is to press the start button for several seconds,1E77A30BEAEE00008AF191945196A36F,1.01E+11,Sprint,
LOST/UNREC,in the mall,1.09E+11,Sprint,22-JUN-17 10.43.33.629000000 PM,
LOST/UNREC,lost it in a swamp,1.00E+11,Sprint,18-APR-17 08.37.41.818000000 PM,
CRCKSCRN,Little boy threw his phone at his big brother who was annoying the crap out of him and fighting over minecraft!,1.09E+11,Sprint,17-MAY-17 04.50.09.631000000 PM,
MLFUNC,Phone will not charge past 31%.,1E77D235C9750B40AC3EE155FF93531E,1.06E+11,Sprint,
STOLEN,Pick pocketed in Cape Town SA airport,1E74FA0CB8DD00C0A17A1F37E18AF3DC,1.07E+11,Sprint,
CRCKSCRN,Screen cracked and LCD went out,1.03E+11,Sprint,05-MAY-17 01.13.31.646000000 AM,
LOST/UNREC,I got lost on the way home,1.05E+11,Sprint,07-JUN-17 09.54.20.654000000 PM,
LOST/UNREC,Left on top of car drove off,1.05E+11,Sprint,16-MAY-17 12.49.57.362000000 AM,
STOLEN,I was on vacation in the Dominican Republic and on my way back to the airport my belongings were stolen.,1E77A274C1090D80B4FD331D89AE0203,1.03E+11,Sprint,
MLFUNC,The camera and flashlight are inoperative. The screen in black when I go to the camera app. The happened after my last software update. ,1.01E+11,Sprint,07-JUN-17 01.27.34.058000000 AM,
STOLEN,my samsung was stolen in the park yesterday,1E798BA3CC820C60864E1920E4BB80E3,1.02E+11,Sprint,
LOST/UNREC,phone lost,1.04E+11,Sprint,22-JUN-17 10.52.19.866000000 PM,
STOLEN,robbed,1E70C4F4F29305E0985A005056870405,112000000,Sprint,
LQDDMG,It has been dropped and cracked,1E798A5B59440B70B5E00F1C213CED6F,1.04E+11,Sprint,
LOST/UNREC,lost it,1.09E+11,Sprint,23-JUN-17 10.15.33.292000000 PM,
STOLEN,my phone was stolen,1E791E4C38650060A62787FEBDA54D05,1.06E+11,Sprint,
CRCKSCRN,"Device was dropped and the case failed to protect the screen. As a result, the screen is now cracked.",1.05E+11,Sprint,18-APR-17 02.41.54.048000000 AM,
LQDDMG,"dropped by pool edge which caused major cracking of screen and edge of phone, phone not working in several modes",111461582,Sprint,12-JUN-17 03.38.58.901000000 PM,
LQDDMG,Accidentally dropped phone into sink dish water.,1E79F06E25D60080ACE34167B7FA16CD,1.06E+11,Sprint,
CRCKSCRN,broken screen,113322776,Sprint,21-MAY-17 07.09.12.000000000 PM,
CRCKSCRN,Dropped in my classroom on the floor,1.07E+11,Sprint,16-MAY-17 09.11.09.514000000 PM,
CRCKSCRN,My phone screen is broken and it is missing pieces from it.,1.01E+11,Sprint,18-MAY-17 07.20.41.956000000 PM,
LOST/UNREC,Lost,1.03E+11,Sprint,18-JUN-18 05.01.04.562000000 PM,
CRCKSCRN,Screen got cracked and will not charge anymore,1.07E+11,Sprint,10-JUN-17 10.18.40.720000000 AM,
MLFUNC,It was dropped on the ground.,1E77E14043720CE09D8B552A0CBC75AE,1.05E+11,Sprint,
LOST/UNREC,Fell off dock into ocean,1.09E+11,Sprint,17-JUN-18 03.18.53.920000000 PM,
MLFUNC,Phone fell and after that many features stop working,1E7772116628017093069355A289BC4E,1.08E+11,Sprint,
CRCKSCRN,I was walking around my job ant the phone fell out of my pocket and cracked,1.04E+11,Sprint,15-APR-17 03.40.05.766000000 AM,
LQDDMG,I dropped the device and it is also water damaged. It is cracked and the LED light is busted. It freezes and completely stopped working,1E71E562CC9703708DA801B04098F669,1.05E+11,Sprint,
LQDDMG,sat in water,1E70C4FD880D0140BEF0005056870405,112000000,Sprint,
LQDDMG,Back in May of 2017 the phone was exposed to liquid,4E088F2C7FCB22B2E053A239030A14BB,113000000,Sprint,
LQDDMG,Fell in toilet,1.07E+11,Sprint,17-JUN-17 02.55.21.791000000 AM,
LQDDMG,liquid,1E7AC5601E3A02F0832D8DDFAF7287D6,1.06E+11,Sprint,
STOLEN,i was in the restaurant taking breakfast and when i stand up to go to pick up my breakfast i let my phone over the table and when i came back i was really mad cause somebody took it.,1E70C4FA0FCA00F18683005056874965,112000000,Sprint,
LOST/UNREC,i lost,1.02E+11,Sprint,09-JUN-17 02.11.24.211000000 PM,
CRCKSCRN,phone was dropped and screen went out touch screen does not work,1.05E+11,Sprint,06-JUN-17 01.44.34.177000000 PM,
LOST/UNREC,Drop in the lake,1.10E+11,Sprint,20-JUN-18 12.24.02.821000000 AM,
LOST/UNREC,Was out fishing and stood up and fell out of my pocket,1.03E+11,Sprint,01-JUN-18 10.27.03.967000000 PM,
LOST/UNREC,lost it,1.03E+11,Sprint,07-JUN-17 01.56.20.692000000 PM,
STOLEN,My phone was stolen out of the cellar,1E78188E0423046081CB97A5CB240661,1.05E+11,Sprint,
LOST/UNREC,I lost it i dont know where,1.00E+11,Sprint,18-APR-17 04.55.53.279000000 PM,
LQDDMG,Fell and crack also dropped in water,1E782E50044F03D0B1540050568763AB,1.01E+11,Sprint,
LQDDMG,"I'm super annoying, I want another one.",1E79B944127C054088C107CD9DFF4C85,1.08E+11,Sprint,
STOLEN,my phone was stolen in the mall from my backpack,1E7636255C1F09908B25032359AC638B,1.06E+11,Sprint,
LOST/UNREC,I lost my device.,1.01E+11,Sprint,08-JUN-17 03.57.01.504000000 PM,
MLFUNC,"seems to overheat sometimes, screen gets giant icons and has to be powered off,no sound on video recordings",1E775F5949E90E7093069355A289BC4E,1.03E+11,Sprint,
CRCKSCRN,Phone fell out of my pocket,1.08E+11,Sprint,18-MAY-17 02.10.20.208000000 PM,
LOST/UNREC,My son play basketball and he don't know what happened,1.08E+11,Sprint,08-JUN-17 08.00.43.720000000 PM,
LQDDMG,Washing dishes and sat phone in a puddle of water.,1.08E+11,Sprint,18-APR-17 03.55.48.590000000 PM,
CRCKSCRN,I stepped in a hole and fell onto a piece of plywood with my phone between me and the plywood.,1.02E+11,Sprint,18-APR-17 12.25.35.575000000 AM,
LOST/UNREC,I lost my device at train station.,1.06E+11,Sprint,09-JUN-17 03.29.26.738000000 PM,
MLFUNC,"My phone has like a ghost. Just moves on it's own, presses speaker/mute and hits other numbers while I'm on the phone, and a temperature screen comes on",1.07E+11,Sprint,18-APR-17 11.37.28.227000000 PM,
CRCKSCRN,I dropped the phone and it fell to the ground when it fell it hit just on the edge in such a way that it not only cracked the screen but cause the screen to begin to flicker on and off violently,1.07E+11,Sprint,15-MAY-17 10.13.37.704000000 PM,
